ID13;M.;FAOUZI;GRANDE;M;31/12/1982;FAOUZI.GRANDE@YAHOO.FR;++;FRANCE;EUROPE;PARIS-10E-ARRONDISSEMENT;PARIS 10;75010;ILE-DE-FRANCE;PARIS;75;48.8760285569, 2.36111290453;64 KG;1,62 M;31/12/1982
ID14;M.;ALEXANDRE;FORT;M;31/01/1999;;B+;FRANCE;EUROPE;PARIS-11E-ARRONDISSEMENT;PARIS 11;75011;ILE-DE-FRANCE;PARIS;75;48.8594154976, 2.37874106024;69 KG;1,65 M;31/01/1999
ID15;MME;CLÉMENT;PARIS;0;;CLÉMENT.PARIS@YAHOO.FR;;FRANCE;EUROPE;PARIS-12E-ARRONDISSEMENT;PARIS 12;75012;ILE-DE-FRANCE;PARIS;75;48.8351562307, 2.41980703498;76 KG;1,67 M;
ID16;M.;ALEXANDRE;JOLIE;M;;ALEXANDRE.JOLIE@GMAIL.COM;B+;FRANCE;EUROPE;PARIS-13E-ARRONDISSEMENT;PARIS 13;75013;ILE-DE-FRANCE;PARIS;75;48.8287176845, 2.3624682285;55 KG;1,53 M;
ID17;M.;MAMADOU;JOLIE;M;31/01/1999;01/01/2020;++;FRANCE;EUROPE;PARIS-14E-ARRONDISSEMENT;PARIS 14;75014;ILE-DE-FRANCE;PARIS;75;48.8289932116, 2.32710088328;69 KG;1,87 M;31/01/1999
ID18;M.;ALAIN;PARIS;M;21/02/1970;ALAIN.PARIS@GMAIL.COM;;FRANCE;EUROPE;PARIS-15E-ARRONDISSEMENT;PARIS 15;75015;ILE-DE-FRANCE;PARIS;;48.8401554186, 2.29355937243;KG;1,59 M;21/02/1970
ID19;M.;JEAN;FORT;M;14/04/1970;JEAN.FORT@YAHOO.FR;O+;FRANCE;EUROPE;PARIS-16E-ARRONDISSEMENT;PARIS 16;75116;ILE-DE-FRANCE;PARIS;;48.8603987604, 2.26209955941;KG;1,5 M;14/04/1970
ID20;M.;MÉDECIN;FORT;M;;MÉDECIN.FORT@HOTMAIL.COM;++;FRANCE;;PARIS-16E-ARRONDISSEMENT;PARIS 16;75016;ILE-DE-FRANCE;PARIS;75;48.8603987604, 2.26209955941;89 KG;1,76 M;
ID21;MME;EMNA;BON;F;31-JANV-1999;EMNA.BON@YAHOO.FR;AB;FRANCE;EUROPE;PARIS-17E-ARRONDISSEMENT;PARIS 17;75017;ILE-DE-FRANCE;PARIS;75;48.8873371665, 2.30748555949;86 KG;1,76 M;31-JANV-1999
ID22;MME;IBRAHIM;MIGNONNE;0;07-AVR-1989;IBRAHIM.MIGNONNE@GMAIL.COM;;FRANCE;EUROPE;PARIS-18E-ARRONDISSEMENT;PARIS 18;75018;ILE-DE-FRANCE;PARIS;75;48.8927350746, 2.34871193388;91 KG;1,64 M;07-AVR-1989
ID23;MME;MARIA;MIGNONNE;F;31-JANV-1999;1;AB+;FRANCE;EUROPE;PARIS-19E-ARRONDISSEMENT;PARIS 19;75019;ILE-DE-FRANCE;PARIS;75;48.886868623, 2.38469432786;90 KG;1,71 M;31-JANV-1999
ID24;M.;ADAM;SPORTIF;M;26-DÉC-1969;01/01/2020;A-;##;;PARIS-1ER-ARRONDISSEMENT;PARIS 01;75001;ILE-DE-FRANCE;PARIS;75;48.8626304852, 2.33629344656;74 KG;1,7 M;26-DÉC-1969
ID25;M.;ALEXANDRE;SOLEIL;M;14-AVR-1970;+33 6 25 11 29 05;A+;FRANCE;EUROPE;PARIS-20E-ARRONDISSEMENT;PARIS 20;75020;ILE-DE-FRANCE;PARIS;75;48.8631867774, 2.40081982672;93 KG;1,6 M;14-AVR-1970
ID26;M.;OMAR;MOUSTAFA;M;31-DÉC-1982;+33 6 01 08 20 28;++;FRANCE;EUROPE;PARIS-2E-ARRONDISSEMENT;PARIS 02;75002;ILE-DE-FRANCE;PARIS;75;48.8679033789, 2.34410716663;85 KG;1,62 M;31-DÉC-1982
ID27;MME;CLÉMENCE;PRINTEMPS;F;03-AVR-1970;+33 6 25 15 06 27;;FRANCE;EUROPE;PARIS-3E-ARRONDISSEMENT;PARIS 03;75003;ILE-DE-FRANCE;PARIS;75;48.8630541318, 2.35936105899;65 KG;1,71 M;03-AVR-1970
ID28;MME;KENZA;TROPFOR;F;10-JUIN-1961;+33 6 12 01 20 17;A+;FRANCE;;PARIS-4E-ARRONDISSEMENT;PARIS 04;75004;ILE-DE-FRANCE;PARIS;75;48.854228282, 2.35736193814;89 KG;1,73 M;10-JUIN-1961
ID29;M.;RAYAN;TROPFOR;M;14-NOV-1962;+33 6 26 25 02 12;++;FRANCE;EUROPE;PARIS-5E-ARRONDISSEMENT;PARIS 05;75005;ILE-DE-FRANCE;PARIS;75;48.8445086596, 2.34985938554;66 KG;1,88 M;14-NOV-1962
ID30;M.;ALAIN;INFORME;M;;+33 6 17 26 28 03;AB+;FRANCE;EUROPE;PARIS-6E-ARRONDISSEMENT;PARIS 06;75006;ILE-DE-FRANCE;PARIS;75;48.8489680919, 2.33267089856;79 KG;1,89 M;
ID31;MME;ANNE MARTIN;;M;12-MAI-1985;+33 6 13 15 27 23;A+;FRANCE;EUROPE;PARIS-7E-ARRONDISSEMENT;PARIS 07;75007;ILE-DE-FRANCE;PARIS;75;48.8560825982, 2.31243868774;83 KG;1,86 M;12-MAI-1985
ID32;MME;ANNE MARTIN;;M;12-MAI-1985;+33 6 24 06 25 25;A+;FRANCE;EUROPE;PARIS-8E-ARRONDISSEMENT;PARIS 08;75008;ILE-DE-FRANCE;PARIS;75;48.8725272666, 2.3125825604;55 KG;1,9 M;12-MAI-1985
ID33;MME;KARINE LEBON;;F;;+33 6 09 03 27 05;AB+;FRANCE;EUROPE;PARIS-9E-ARRONDISSEMENT;PARIS 09;75009;ILE-DE-FRANCE;PARIS;75;48.8768961624, 2.33746024136;70 KG;1,7 M;
ID34;M;ROBERT FORT;;M;03-DÉC-1990;+33 6 10 09 08 22;O+;FRANCE;EUROPE;PARIS-L''HOPITAL;PARIS L HOPITAL;71150;BOURGOGNE;SAONE-ET-LOIRE;71;46.9127885574, 4.63958573148;62 KG;1,5 M;03-DÉC-1990
ID35;M;ROBERT DUPONT;;M;12-AVR-1987;+33 6 09 15 06 09;B-;FRANCE;EUROPE;PARISOT;PARISOT;82160;MIDI-PYRENEES;TARN-ET-GARONNE;82;44.2617881809, 1.86571509224;82 KG;1,6 M;12-AVR-1987
ID36;M;SIMON GENEREUX;;M;10-16-1996;+33 6 24 17 30 19;;FRANCE;EUROPE;PARISOT;PARISOT;81310;MIDI-PYRENEES;TARN;81;43.8046304256, 1.83642655485;71 KG;1,62 M;10-16-1996
ID37;M;M. ADAM SAITOUT;;M;MARDI 11-MARS-1969;+33 6 25 05 22 12;A+;FRANCE;EUROPE;PARLAN;PARLAN;15290;AUVERGNE;CANTAL;15;44.8274613305, 2.173229616;91 KG;1,62 M;MARDI 11-MARS-1969
ID38;MME;MME EVE LABELLE;;F;DIMANCHE 24-JANVIER-1960;+33 6 18 10 30 01;A+;FRANCE;EUROPE;LYON--1ER-ARRONDISSEMENT;LYON 01;69001;RHONE-ALPES;RHONE;69;45.7699284396, 4.82922464978;65 KG;1,64 M;DIMANCHE 24-JANVIER-1960
ID39;M;M. ADAM TRAIFOR;;M;DIMANCHE 01-SEPTEMBRE-1968;+33 6 25 08 06 05;A+;FRANCE;EUROPE;LYON--2E--ARRONDISSEMENT;LYON 02;69002;RHONE-ALPES;RHONE;69;45.7492560394, 4.82617032551;55 KG;1,69 M;DIMANCHE 01-SEPTEMBRE-1968
ID40;MME;M. GABRIELLE ANGE;;F;VENDREDI 29-MARS-1968;+33 6 13 08 07 05;A+;FRANCE;EUROPE;LYON--3E--ARRONDISSEMENT;LYON 03;69003;RHONE-ALPES;RHONE;69;45.7533552486, 4.86918522015;78 KG;1,57 M;VENDREDI 29-MARS-1968
ID41;MME;M. INES ETINCELLE;;F;SAMEDI 25-OCTOBRE-1969;+33 6 09 17 21 09;A+;FRANCE;EUROPE;LYON--4E--ARRONDISSEMENT;LYON 04;69004;RHONE-ALPES;RHONE;69;45.7786867581, 4.82396112687;67 KG;1,88 M;SAMEDI 25-OCTOBRE-1969
ID42;MME;MME CLEMENCE JOLIE;;F;JEUDI 15-DÉCEMBRE-1966;+33 6 04 07 17 01;;FRANCE;EUROPE;LYON--5E--ARRONDISSEMENT;LYON 05;69005;RHONE-ALPES;RHONE;69;45.7558317849, 4.8022536949;77 KG;1,69 M;JEUDI 15-DÉCEMBRE-1966
ID43;MME;M. CLEMENTINE LEGRAND;;F;SAMEDI 18-FÉVRIER-1961;+33 6 27 13 09 31;AB+;FRANCE;EUROPE;LYON--6E--ARRONDISSEMENT;LYON 06;69006;RHONE-ALPES;RHONE;69;45.7728507239, 4.85207911439;63 KG;1,72 M;SAMEDI 18-FÉVRIER-1961
ID44;M;M. CLEMENT LEGRAND;;M;MERCREDI 29-OCTOBRE-1969;+33 6 24 11 08 14;AB+;FRANCE;EUROPE;LYON--7E--ARRONDISSEMENT;LYON 07;69007;RHONE-ALPES;RHONE;69;45.7334098415, 4.83758495702;68 KG;1,63 M;MERCREDI 29-OCTOBRE-1969
ID45;M;M. ADAM SAITOUT;;M;MARDI 26-AVRIL-1960;+33 6 04 28 07 22;AB+;FRANCE;EUROPE;LYON--8E--ARRONDISSEMENT;LYON 08;69008;RHONE-ALPES;RHONE;69;45.7342034691, 4.86935722306;58 KG;1,74 M;MARDI 26-AVRIL-1960
ID46;M;M. ADAM BEN TRAIFOR ;;M;VENDREDI 24-DÉCEMBRE-1965;+33 6 11 03 15 06;AB+;FRANCE;EUROPE;LYON--9E--ARRONDISSEMENT;LYON 09;69009;RHONE-ALPES;RHONE;69;45.7817805887, 4.80818327819;92 KG;1,77 M;VENDREDI 24-DÉCEMBRE-1965
ID47;M;MME LINDA BEN SALEM;;F;JEUDI 11-MAI-1967;+33 6 27 11 24 10;AB+;FRANCE;EUROPE;LYONS-LA-FORET;LYONS LA FORET;27480;HAUTE-NORMANDIE;EURE;27;49.3936970778, 1.47355856776;58 KG;1,65 M;JEUDI 11-MAI-1967
ID48;M;M. KILLIAN;MAPOUPEE;M;JEUDI 21-AOÛT-1969;+33 6 17 12 21 10;AB+;FRANCE;EUROPE;LYS;LYS;64260;AQUITAINE;PYRENEES-ATLANTIQUES;64;43.1338458627, -0.346755700041;79 KG;1,58 M;JEUDI 21-AOÛT-1969
ID49;M;M. LIONEL;MAICIMAINON;M;MERCREDI 29-OCTOBRE-1958;+33 6 23 25 13 10;AB+;FRANCE;EUROPE;LYS;LYS;58190;BOURGOGNE;NIEVRE;58;47.334846257, 3.59874573793;85 KG;1,81 M;MERCREDI 29-OCTOBRE-1958
ID50;M.;ROBERTO;EMILIANO;M;MERCREDI 19-JUIN-1974;ROBERTO.EMILIANO@GMAIL.COM;;ITALIE;EUROPE;;;;;;99;;83825 G;164,6 CM;MERCREDI 19-JUIN-1974
ID51;MME;CLEMENCE;JONNY;F;;CLEMENCE.JONNY@GMAIL.COM;1;ROYAUME-UNI;EUROPE;LONDRES;;;;;99;;58467 G;160,5 CM;
ID52;M.;ALAIN;ROBERTINO;M;VENDREDI 26-DÉCEMBRE-1969;ALAIN.ROBERTINO@GMAIL.COM;++;ARGENTINE;AMÉRIQUE;;;;;;99;;58274 G;157,8 CM;VENDREDI 26-DÉCEMBRE-1969
ID53;MME;SABRINE;LONDRES;F;MERCREDI 14-NOVEMBRE-1962;SABRINE.LONDRES@GMAIL.COM;AB+;ROYAUME-UNI;EUROPE;LONDRES;;;;;99;;91837 G;177,5 CM;MERCREDI 14-NOVEMBRE-1962
ID54;MME;ADAM;TRAIFOR;A+;MERCREDI 14-NOVEMBRE-1962;ADAM.TRAIFOR@GMAIL.COM;AB+;TUNISIE;AFRIQUE;SOUSSE;;;;;99;;75470 G;167 CM;MERCREDI 14-NOVEMBRE-1962
ID55;MME;EMMA;LALLEMANDE;F;MARDI 14-AVRIL-1970;EMMA.LALLEMANDE@GMAIL.COM;++;ALLEMAGNE;EUROPE;BERLIN;;;;;99;;62258 G;150,7 CM;MARDI 14-AVRIL-1970
ID56;MME;CLAIRE;SOLEIL;F;LUNDI 02-MARS-1970;CLAIRE.SOLEIL@GMAIL.COM;AB-;TUNISIE;AFRIQUE;SOUSSE;;;;;99;;55599 G;169,2 CM;LUNDI 02-MARS-1970
ID57;M.;MAMADOU;MOUSTAFA;M;LUNDI 02-MARS-1970;MAMADOU.MOUSTAFA@GMAIL.COM;A+;ALGÉRIE;AFRIQUE;ALGER;;;;;99;;69855 G;166,4 CM;LUNDI 02-MARS-1970
ID58;M.;JEAN;JOLIE;M;JEUDI 28-DÉCEMBRE-1978;01/01/2020;AB+;BELGIQUE;EUROPE;BRUXELLES;;;;;99;;68825 G;190 CM;JEUDI 28-DÉCEMBRE-1978
ID59;M.;FAOUZI;GRANDE;M;VENDREDI 31-DÉCEMBRE-1982;FAOUZI.GRANDE@GMAIL.COM;++;TUNISIE;AFRIQUE;TUNIS;;;;;99;;72001 G;183,8 CM;VENDREDI 31-DÉCEMBRE-1982
ID60;M.;ALEXANDRE;FORT;M;DIMANCHE 31-JANVIER-1999;;B+;TUNISIE;AFRIQUE;TUNIS;;;;;99;;67634 G;186,6 CM;DIMANCHE 31-JANVIER-1999
ID61;MME;LINA;ITALIA;0;;LINA.ITALIA@GMAIL.COM;;ITALIE;EUROPE;ROME;;;;;99;;79706 G;156,9 CM;
ID62;M.;EMIR;BENBOU;M;;EMIR.BENBOU@GMAIL.COM;B+;QATAR;ASIE;DOHA;;;;;99;;79563 G;159,8 CM;
ID63;M.;LEE;NGUYEN;M;DIMANCHE 31-JANVIER-1999;01/01/2020;++;CHINE;ASIE;PEKIN;;;;;99;;84230 G;168,5 CM;DIMANCHE 31-JANVIER-1999
ID64;M.;MARTINO;PELE;M;SAMEDI 21-FÉVRIER-1970;MARTINO.PELE@GMAIL.COM;;BRÉSIL;AMÉRIQUE;;;;;;99;;66503 G;185,1 CM;SAMEDI 21-FÉVRIER-1970
ID65;M.;MOHAMED;MAGHREB;M;MARDI 14-AVRIL-1970;MOHAMED.MAGHREB@GMAIL.COM;O+;ALGÉRIE;AFRIQUE;ALGER;;;;;99;;59356 G;171,3 CM;MARDI 14-AVRIL-1970
ID66;M.;SEBASTIAO;BONFOOT;F;DIMANCHE 31-JANVIER-1999;SEBASTIAO.BONFOOT@GMAIL.COM;AB;BRÉSIL;AMÉRIQUE;;;;;;99;;56134 G;183,9 CM;DIMANCHE 31-JANVIER-1999
ID67;0;MARIAM;MIGNONNE;F;DIMANCHE 31-JANVIER-1999;1;AB+;QATAR;ASIE;DOHA;;;;;99;;94422 G;151,1 CM;DIMANCHE 31-JANVIER-1999
ID68;1;ADAMO;SPORTIFO;M;VENDREDI 26-DÉCEMBRE-1969;01/01/2020;A-;ESPAGNE;;MADRID;;;;;99;;73598 G;161,9 CM;VENDREDI 26-DÉCEMBRE-1969
ID69;1;LEE;SOLEIL;M;MARDI 14-AVRIL-1970;LEE.SOLEIL@GMAIL.COM;A+;JAPON;ASIE;TOKYO;;;;;99;;73205 G;173,4 CM;MARDI 14-AVRIL-1970
ID70;1;ALEXANDRE;BOUFARE;M;VENDREDI 31-DÉCEMBRE-1982;ALEXANDRE.BOUFARE@GMAIL.COM;++;CANADA;AMÉRIQUE;MONTREAL;;;;;99;;86497 G;158,8 CM;VENDREDI 31-DÉCEMBRE-1982
ID71;0;CLAAUDIA;PRINTEMPS;F;VENDREDI 03-AVRIL-1970;CLAAUDIA.PRINTEMPS@GMAIL.COM;;ITALIE;EUROPE;MILAN;;;;;99;;79477 G;161,4 CM;VENDREDI 03-AVRIL-1970
ID72;0;KENZA;TROPFOR;F;SAMEDI 10-JUIN-1961;KENZA.TROPFOR@GMAIL.COM;A+;TUNISIE;;TUNIS;;;;;99;;72845 G;CM;SAMEDI 10-JUIN-1961
ID73;1;RAYAN;TROPFOR;M;MERCREDI 14-NOVEMBRE-1962;RAYAN.TROPFOR@GMAIL.COM;++;QATAR;ASIE;DOHA;;;;;99;;66202 G;CM;MERCREDI 14-NOVEMBRE-1962
ID74;1;PAOULO;CASIO;M;;PAOULO.CASIO@GMAIL.COM;AB+;ITALE;EUROPE;MILAN;;;;;99;;84410 G;177,5 CM;
ID75;M;SIMON GENEREUX@;;M;16-OCTOBER-1996;+33 6 20 05 29 14;O-;UNITED-KINGDOM;EUROPE;LONDON;;;;;99;;90263 G;165,3 CM;16-OCTOBER-1996
ID76;MME;KATIA BON;;F;26-NOVEMBER-1957;+33 6 23 27 16 11;X;CHINA;ASIA;BEIJING;;;;;99;;76847 G;160,9 CM;26-NOVEMBER-1957
ID77;M;ADEM LE BON;;M;05-JUNE-2000;+33 6 11 16 14 29;A+;TUNISIA;AFRICA;TUNIS;;;;;99;;69737 G;166,4 CM;05-JUNE-2000
ID78;M;ADEM LE BON;;M;05-JUNE-2000;+33 6 10 27 30 18;NULL;TUNISIA;AFRICA;TUNIS;;;;;99;;61055;160,7 CM;05-JUNE-2000
ID79;M;ROBERT LEBON;;M;12-DECEMBER-1980;+33 6 26 07 22 11;B+;FRANCE;EUROPE;PARIS;;;;;99;;77867 G;159,2 CM;12-DECEMBER-1980
ID80;MME;MAMMA;DISPARUE;F;20-NOVEMBER-1994;+33 6 26 07 22 12;A+;TUNISIA;AFRICA;TUNIS;;;;;99;;77867 G;159,2 CM;20-NOVEMBER-1994
ID16A;M.;ALEXANDRE;JOLIE;M;;ALEXANDRE.JOLIE@GMAIL.COM;B+;FRANCE;EUROPE;PARIS-13E-ARRONDISSEMENT;PARIS 13;75013;ILE-DE-FRANCE;PARIS;75;48.8287176845, 2.3624682285;55 KG;1,53 M;
ID16B;M.;ALEXANDRE;JOLIE;M;;ALEXANDRE.JOLIE@GMAIL.COM;B+;FRANCE;EUROPE;PARIS-13E-ARRONDISSEMENT;PARIS 13;75013;ILE-DE-FRANCE;PARIS;75;48.8287176845, 2.3624682285;5500 G;153 CM;
ID16C;M.;ALEXANDRE;JOLIE;M;;;B+;FRANCE;EUROPE;PARIS-13E-ARRONDISSEMENT;PARIS 13;75013;ILE-DE-FRANCE;PARIS;75;48.8287176845, 2.3624682285;5500 G;153 CM;
ID53A;MME;SABRINE;LONDRES;F;MERCREDI 14-NOVEMBRE-1962;SABRINE.LONDRES@GMAIL.COM;AB+;UNITED-KINGDOM;EUROPE;LONDON;;;;;99;;91837 G;177,5 CM;MERCREDI 14-NOVEMBRE-1962
ID05BIS;MME;EVE;AIMANT;F;;EVE.AIMANT@GMAIL.COM;1;FRANCE;EUROPE;EPINAY-SUR-ODON;EPINAY SUR ODON;14310;BASSE-NORMANDIE;CALVADOS;14;49.0688314523, -0.61907881728;65 KG;1,62 M;
ID06BIS;M.;ALAIN;MOUSTAFA;M;26/12/1969;ALAIN.MOUSTAFA@YAHOO.FR;++;FRANCE;EUROPE;EPINAY-SUR-ORGE;EPINAY SUR ORGE;91360;ILE-DE-FRANCE;ESSONNE;91;48.672618112, 2.31834586071;71 KG;1,76 M;26/12/1969
ID07BIS;MME;SABRINE;PRINTEMPS;F;14/11/1962;SABRINE.PRINTEMPS@HOTMAIL.COM;AB+;FRANCE;EUROPE;EPINAY-SUR-SEINE;EPINAY SUR SEINE;93800;ILE-DE-FRANCE;SEINE-SAINT-DENIS;93;48.9550132062, 2.31453043227;90 KG;1,83 M;14/11/1962
ID08BIS;MME;CLÉMENT;DELOIN;A+;14/11/1962;CLÉMENT.DELOIN@GMAIL.COM;AB+;FRANCE;EUROPE;EPINEAU-LES-VOVES;EPINEAU LES VOVES;89400;BOURGOGNE;YONNE;89;47.9468458779, 3.46998413291;76 KG;1,56 M;14/11/1962
ID09BIS;MME;EMNA;AIMANT;F;14/04/1970;EMNA.AIMANT@HOTMAIL.COM;++;FRANCE;EUROPE;EPINEUIL;EPINEUIL;89700;BOURGOGNE;YONNE;89;47.8812855119, 3.98935069483;87 KG;1,66 M;14/04/1970
ID10BIS;MME;CLAIRE;EXCELLE;F;02/03/1970;CLAIRE.EXCELLE@GMAIL.COM;AB-;FRANCE;EUROPE;EPINEUIL-LE-FLEURIEL;EPINEUIL LE FLEURIEL;18360;CENTRE;CHER;18;46.5709100191, 2.55643995578;84 KG;1,54 M;02/03/1970
ID11BIS;M.;MAMADOU;MOUSTAFA;M;02/03/1970;MAMADOU.MOUSTAFA@GMAIL.COM;A+;FRANCE;EUROPE;EPINEU-LE-CHEVREUIL;EPINEU LE CHEVREUIL;72540;PAYS DE LA LOIRE;SARTHE;72;48.0405286412, -0.132212278805;80 KG;1,75 M;02/03/1970
ID12BIS;M.;JEAN;JOLIE;M;28/12/1978;01/01/2020;AB+;FRANCE;EUROPE;EPINEUSE;EPINEUSE;60190;PICARDIE;OISE;60;49.400292993, 2.5501491477;90 KG;1,58 M;28/12/1978
ID13BIS;M.;FAOUZI;GRANDE;M;31/12/1982;FAOUZI.GRANDE@YAHOO.FR;++;FRANCE;EUROPE;PARIS-10E-ARRONDISSEMENT;PARIS 10;75010;ILE-DE-FRANCE;PARIS;75;48.8760285569, 2.36111290453;64 KG;1,62 M;31/12/1982
ID14BIS;M.;ALEXANDRE;FORT;M;31/01/1999;;B+;FRANCE;EUROPE;PARIS-11E-ARRONDISSEMENT;PARIS 11;75011;ILE-DE-FRANCE;PARIS;75;48.8594154976, 2.37874106024;69 KG;1,65 M;31/01/1999
ID15BIS;MME;CLÉMENT;PARIS;0;;CLÉMENT.PARIS@YAHOO.FR;;FRANCE;EUROPE;PARIS-12E-ARRONDISSEMENT;PARIS 12;75012;ILE-DE-FRANCE;PARIS;75;48.8351562307, 2.41980703498;76 KG;1,67 M;
ID16BIS;M.;ALEXANDRE;JOLIE;M;;ALEXANDRE.JOLIE@GMAIL.COM;B+;FRANCE;EUROPE;PARIS-13E-ARRONDISSEMENT;PARIS 13;75013;ILE-DE-FRANCE;PARIS;75;48.8287176845, 2.3624682285;55 KG;1,53 M;
ID17BIS;M.;MAMADOU;JOLIE;M;31/01/1999;01/01/2020;++;FRANCE;EUROPE;PARIS-14E-ARRONDISSEMENT;PARIS 14;75014;ILE-DE-FRANCE;PARIS;75;48.8289932116, 2.32710088328;69 KG;1,87 M;31/01/1999
ID18BIS;M.;ALAIN;PARIS;M;21/02/1970;ALAIN.PARIS@GMAIL.COM;;FRANCE;EUROPE;PARIS-15E-ARRONDISSEMENT;PARIS 15;75015;ILE-DE-FRANCE;PARIS;;48.8401554186, 2.29355937243;KG;1,59 M;21/02/1970
ID19BIS;M.;JEAN;FORT;M;14/04/1970;JEAN.FORT@YAHOO.FR;O+;FRANCE;EUROPE;PARIS-16E-ARRONDISSEMENT;PARIS 16;75116;ILE-DE-FRANCE;PARIS;;48.8603987604, 2.26209955941;KG;1,5 M;14/04/1970
ID20BIS;M.;MÉDECIN;FORT;M;;MÉDECIN.FORT@HOTMAIL.COM;++;FRANCE;;PARIS-16E-ARRONDISSEMENT;PARIS 16;75016;ILE-DE-FRANCE;PARIS;75;48.8603987604, 2.26209955941;89 KG;1,76 M;
ID21BIS;MME;EMNA;BON;F;31-JANV-1999;EMNA.BON@YAHOO.FR;AB;FRANCE;EUROPE;PARIS-17E-ARRONDISSEMENT;PARIS 17;75017;ILE-DE-FRANCE;PARIS;75;48.8873371665, 2.30748555949;86 KG;1,76 M;31-JANV-1999
ID22BIS;MME;IBRAHIM;MIGNONNE;0;07-AVR-1989;IBRAHIM.MIGNONNE@GMAIL.COM;;FRANCE;EUROPE;PARIS-18E-ARRONDISSEMENT;PARIS 18;75018;ILE-DE-FRANCE;PARIS;75;48.8927350746, 2.34871193388;91 KG;1,64 M;07-AVR-1989
ID23BIS;MME;MARIA;MIGNONNE;F;31-JANV-1999;1;AB+;FRANCE;EUROPE;PARIS-19E-ARRONDISSEMENT;PARIS 19;75019;ILE-DE-FRANCE;PARIS;75;48.886868623, 2.38469432786;90 KG;1,71 M;31-JANV-1999
ID24BIS;M.;ADAM;SPORTIF;M;26-DÉC-1969;01/01/2020;A-;##;;PARIS-1ER-ARRONDISSEMENT;PARIS 01;75001;ILE-DE-FRANCE;PARIS;75;48.8626304852, 2.33629344656;74 KG;1,7 M;26-DÉC-1969
